jobcountry,country,sector,month,n_obs,posted_wage_growth_yoy,posted_wage_growth_yoy_3moavg
US,United States,Nursing,Jun-21,47158,0.079192954,0.068355693
US,United States,Nursing,Jul-21,44458,0.08490566,0.080340564
US,United States,Nursing,Aug-21,39376,0.091304364,0.085134326
US,United States,Nursing,Sep-21,41734,0.087494163,0.087901396
US,United States,Nursing,Oct-21,42143,0.100956286,0.093251605
US,United States,Nursing,Nov-21,39549,0.101694915,0.096715122
US,United States,Nursing,Dec-21,44148,0.095930282,0.099527161
US,United States,Nursing,Jan-22,45377,0.102131519,0.099918906
US,United States,Nursing,Feb-22,46732,0.095726724,0.097929509
US,United States,Nursing,Mar-22,57013,0.092105263,0.096654502
US,United States,Nursing,Apr-22,53291,0.1,0.095943996
US,United States,Nursing,May-22,52557,0.090909091,0.094338118
US,United States,Nursing,Jun-22,55954,0.090066202,0.093658431
US,United States,Nursing,Jul-22,63292,0.095945218,0.092306837
US,United States,Nursing,Aug-22,71076,0.071428571,0.08581333
US,United States,Nursing,Sep-22,67039,0.076923077,0.081432289
US,United States,Nursing,Oct-22,71239,0.058823529,0.069058393
US,United States,Nursing,Nov-22,75614,0.052363633,0.062703413
US,United States,Nursing,Dec-22,83317,0.058537527,0.056574896
US,United States,Nursing,Jan-23,85835,0.049382716,0.053427959
US,United States,Nursing,Feb-23,80095,0.048385299,0.052101847
US,United States,Nursing,Mar-23,94033,0.047559524,0.048442513
US,United States,Nursing,Apr-23,88608,0.045644567,0.047196463
US,United States,Nursing,May-23,94096,0.042253521,0.045152537
US,United States,Nursing,Jun-23,95112,0.036986102,0.041628063
US,United States,Nursing,Jul-23,89892,0.026119403,0.035119675
US,United States,Nursing,Aug-23,100511,0.023255814,0.028787106
US,United States,Nursing,Sep-23,98574,0.026426035,0.025267084
US,United States,Nursing,Oct-23,96914,0.025,0.02489395
US,United States,Nursing,Nov-23,89935,0.029992648,0.027139561
US,United States,Nursing,Dec-23,89182,0.021057895,0.025350181
US,United States,Nursing,Jan-24,95970,0.016372755,0.022474432
US,United States,Nursing,Feb-24,94903,0.026160717,0.021197122
US,United States,Nursing,Mar-24,94956,0.025462516,0.022665329
US,United States,Nursing,Apr-24,80868,0.019846678,0.023823304
US,United States,Nursing,May-24,81212,0.021746773,0.022351989
US,United States,Nursing,Jun-24,71524,0.027027027,0.022873493
US,United States,Nursing,Jul-24,70645,0.027272727,0.025348842
US,United States,Nursing,Aug-24,74196,0.023351648,0.025883801
US,United States,Nursing,Sep-24,69940,0.028544714,0.026389696
US,United States,Nursing,Oct-24,73139,0.02792199,0.026606117
US,United States,Nursing,Nov-24,63767,0.024184115,0.026883606
US,United States,Nursing,Dec-24,59574,0.022474747,0.024860284
US,United States,Nursing,Jan-25,74219,0.024390244,0.023683035
US,United States,Nursing,Feb-25,66014,0.02,0.02228833
US,United States,Medical Technician,Jan-19,3420,0.034482759,NA
US,United States,Medical Technician,Feb-19,2982,0.041325137,NA
US,United States,Medical Technician,Mar-19,3784,0.041666667,0.039158187
US,United States,Medical Technician,Apr-19,3853,0.046776595,0.043256133
US,United States,Medical Technician,May-19,3945,0.04,0.042814421
US,United States,Medical Technician,Jun-19,3530,0.02,0.035592198
US,United States,Medical Technician,Jul-19,3612,0.034482759,0.031494253
US,United States,Medical Technician,Aug-19,4342,0.018937303,0.024473354
US,United States,Medical Technician,Sep-19,3228,0.033333333,0.028917798
US,United States,Medical Technician,Oct-19,4518,0.033057851,0.028442829
US,United States,Medical Technician,Nov-19,4080,0.042129631,0.036173605
US,United States,Medical Technician,Dec-19,3674,0.018181818,0.0311231
US,United States,Medical Technician,Jan-20,7113,0.031578947,0.030630132
US,United States,Medical Technician,Feb-20,7925,0.03125,0.027003589
US,United States,Medical Technician,Mar-20,6893,0.03030303,0.031043993
US,United States,Medical Technician,Apr-20,5275,0.032258065,0.031270365
US,United States,Medical Technician,May-20,8907,0.028301887,0.030287661
US,United States,Medical Technician,Jun-20,7734,0.035714286,0.032091412
US,United States,Medical Technician,Jul-20,11202,0.047619048,0.03721174
US,United States,Medical Technician,Aug-20,10694,0.038461538,0.040598291
US,United States,Medical Technician,Sep-20,10792,0.032258065,0.039446217
US,United States,Medical Technician,Oct-20,12434,0.036002979,0.035574194
US,United States,Medical Technician,Nov-20,9641,0.034482759,0.034247934
US,United States,Medical Technician,Dec-20,9977,0.036070628,0.035518789
US,United States,Medical Technician,Jan-21,13425,0.034482759,0.035012048
US,United States,Medical Technician,Feb-21,14644,0.053571429,0.041374938
US,United States,Medical Technician,Mar-21,15622,0.04006981,0.042707999
US,United States,Medical Technician,Apr-21,16494,0.056,0.049880413
US,United States,Medical Technician,May-21,18177,0.080645161,0.05890499
US,United States,Medical Technician,Jun-21,18820,0.05952381,0.065389657
US,United States,Medical Technician,Jul-21,17891,0.04687793,0.062348967
US,United States,Medical Technician,Aug-21,17184,0.073170732,0.05985749
US,United States,Medical Technician,Sep-21,17653,0.076923077,0.065657246
US,United States,Medical Technician,Oct-21,17826,0.088799283,0.079631031
US,United States,Medical Technician,Nov-21,15545,0.1,0.08857412
US,United States,Medical Technician,Dec-21,16731,0.1,0.096266428
US,United States,Medical Technician,Jan-22,18466,0.102744546,0.100914849
US,United States,Medical Technician,Feb-22,17695,0.093635559,0.098793368
US,United States,Medical Technician,Mar-22,22235,0.095498682,0.097292929
US,United States,Medical Technician,Apr-22,21684,0.090909091,0.093347777
US,United States,Medical Technician,May-22,20558,0.083333333,0.089913702
US,United States,Medical Technician,Jun-22,20979,0.1,0.091414141
US,United States,Medical Technician,Jul-22,22579,0.09375,0.092361111
US,United States,Medical Technician,Aug-22,25326,0.083333333,0.092361111
US,United States,Medical Technician,Sep-22,24627,0.069014106,0.08203248
US,United States,Medical Technician,Oct-22,24880,0.068224811,0.073524083
US,United States,Medical Technician,Nov-22,24363,0.066666667,0.067968528
US,United States,Medical Technician,Dec-22,24249,0.066666667,0.067186048
US,United States,Medical Technician,Jan-23,27664,0.060105077,0.06447947
US,United States,Medical Technician,Feb-23,26855,0.061203236,0.062658327
US,United States,Medical Technician,Mar-23,33707,0.065789474,0.062365929
US,United States,Medical Technician,Apr-23,31267,0.058823529,0.061938746
US,United States,Medical Technician,May-23,33302,0.060606061,0.061739688
US,United States,Medical Technician,Jun-23,33019,0.058823529,0.059417706
US,United States,Medical Technician,Jul-23,30462,0.046473064,0.055300885
US,United States,Medical Technician,Aug-23,34581,0.050701502,0.051999365
US,United States,Medical Technician,Sep-23,33173,0.055555556,0.050910041
US,United States,Medical Technician,Oct-23,32252,0.042135164,0.049464074
US,United States,Medical Technician,Nov-23,30325,0.039473684,0.045721468
US,United States,Medical Technician,Dec-23,28616,0.038461538,0.040023462
US,United States,Medical Technician,Jan-24,34038,0.038461538,0.03879892
US,United States,Medical Technician,Feb-24,33032,0.038205983,0.038376353
US,United States,Medical Technician,Mar-24,33941,0.027027027,0.03456485
US,United States,Medical Technician,Apr-24,31273,0.025,0.03007767
US,United States,Medical Technician,May-24,31888,0.027777778,0.026601602
US,United States,Medical Technician,Jun-24,29958,0.024096386,0.025624721
US,United States,Medical Technician,Jul-24,29972,0.026666667,0.026180277
US,United States,Medical Technician,Aug-24,33376,0.026824596,0.025862549
US,United States,Medical Technician,Sep-24,29182,0.028571429,0.02735423
US,United States,Medical Technician,Oct-24,30677,0.028571429,0.027989151
US,United States,Medical Technician,Nov-24,27115,0.033333333,0.03015873
US,United States,Medical Technician,Dec-24,24450,0.028571429,0.03015873
US,United States,Medical Technician,Jan-25,31653,0.029045643,0.030316802
US,United States,Medical Technician,Feb-25,28620,0.03030303,0.029306701
US,United States,Security & Public Safety,Jan-19,5700,0.019999981,NA
US,United States,Security & Public Safety,Feb-19,5394,0.038461538,NA
US,United States,Security & Public Safety,Mar-19,7734,0.03226539,0.030242303
US,United States,Security & Public Safety,Apr-19,7534,0.024099884,0.031608937
US,United States,Security & Public Safety,May-19,7726,0.041000225,0.032455166
US,United States,Security & Public Safety,Jun-19,6727,0.033560264,0.032886791
US,United States,Security & Public Safety,Jul-19,6736,0.024782054,0.033114181
US,United States,Security & Public Safety,Aug-19,8250,0.030203315,0.029515211
US,United States,Security & Public Safety,Sep-19,5950,0.019896539,0.024960636
US,United States,Security & Public Safety,Oct-19,7199,0.020620748,0.023573534
US,United States,Security & Public Safety,Nov-19,6264,0.025,0.021839096
US,United States,Security & Public Safety,Dec-19,5874,0.021065685,0.022228811
US,United States,Security & Public Safety,Jan-20,7265,0.023255814,0.023107166
US,United States,Security & Public Safety,Feb-20,8437,0.034482759,0.026268086
US,United States,Security & Public Safety,Mar-20,8726,0.029128959,0.028955844
US,United States,Security & Public Safety,Apr-20,6625,0.036207053,0.033272924
US,United States,Security & Public Safety,May-20,8303,0.020687368,0.02867446
US,United States,Security & Public Safety,Jun-20,8598,0.020220352,0.025704924
US,United States,Security & Public Safety,Jul-20,10604,0.018867925,0.019925215
US,United States,Security & Public Safety,Aug-20,10222,0.022727273,0.020605183
US,United States,Security & Public Safety,Sep-20,9396,0.029080033,0.02355841
US,United States,Security & Public Safety,Oct-20,10549,0.024954218,0.025587175
US,United States,Security & Public Safety,Nov-20,8447,0.03125,0.028428084
US,United States,Security & Public Safety,Dec-20,8508,0.020408163,0.025537461
US,United States,Security & Public Safety,Jan-21,10825,0.021968883,0.024542349
US,United States,Security & Public Safety,Feb-21,10860,0.030760664,0.024379237
US,United States,Security & Public Safety,Mar-21,14974,0.027619733,0.026783093
US,United States,Security & Public Safety,Apr-21,16334,0.0328667,0.030415699
US,United States,Security & Public Safety,May-21,16039,0.049285684,0.036590706
US,United States,Security & Public Safety,Jun-21,16288,0.066666667,0.04960635
US,United States,Security & Public Safety,Jul-21,17229,0.066666667,0.060873006
US,United States,Security & Public Safety,Aug-21,16067,0.074074074,0.069135802
US,United States,Security & Public Safety,Sep-21,13971,0.083333333,0.074691358
US,United States,Security & Public Safety,Oct-21,14996,0.080645161,0.079350856
US,United States,Security & Public Safety,Nov-21,13063,0.1,0.087992832000000007
US,United States,Security & Public Safety,Dec-21,13364,0.106138068,0.09559441
US,United States,Security & Public Safety,Jan-22,15818,0.11062319,0.105587086
US,United States,Security & Public Safety,Feb-22,15975,0.111111111,0.10929079
US,United States,Security & Public Safety,Mar-22,20831,0.107142857,0.109625719
US,United States,Security & Public Safety,Apr-22,20927,0.117647059,0.111967009
US,United States,Security & Public Safety,May-22,19132,0.102999973,0.109263296
US,United States,Security & Public Safety,Jun-22,17069,0.102040816,0.107562616
US,United States,Security & Public Safety,Jul-22,16297,0.096774194,0.100604994
US,United States,Security & Public Safety,Aug-22,18432,0.094827586,0.097880865
US,United States,Security & Public Safety,Sep-22,15589,0.091212128,0.094271303
US,United States,Security & Public Safety,Oct-22,16776,0.083876816,0.089972177
US,United States,Security & Public Safety,Nov-22,15421,0.080322606,0.085137183
US,United States,Security & Public Safety,Dec-22,15052,0.077339471,0.080512964
US,United States,Security & Public Safety,Jan-23,16255,0.06724759,0.074969889
US,United States,Security & Public Safety,Feb-23,14865,0.071669341,0.072085467
US,United States,Security & Public Safety,Mar-23,18380,0.074074074,0.070997002
US,United States,Security & Public Safety,Apr-23,17486,0.066666667,0.070803361
US,United States,Security & Public Safety,May-23,16429,0.066666667,0.069135802
US,United States,Security & Public Safety,Jun-23,16074,0.0625,0.065277778
US,United States,Security & Public Safety,Jul-23,15979,0.052631579,0.060599415
US,United States,Security & Public Safety,Aug-23,18973,0.047612348,0.054247976
US,United States,Security & Public Safety,Sep-23,17002,0.046874985,0.049039637
US,United States,Security & Public Safety,Oct-23,17709,0.04150491,0.045330748
US,United States,Security & Public Safety,Nov-23,15605,0.044684143,0.044354679
US,United States,Security & Public Safety,Dec-23,15748,0.048666668,0.044951907
US,United States,Security & Public Safety,Jan-24,17712,0.038730531,0.044027114
US,United States,Security & Public Safety,Feb-24,17118,0.033333333,0.040243511
US,United States,Security & Public Safety,Mar-24,18972,0.037037037,0.036366967
US,United States,Security & Public Safety,Apr-24,16721,0.032258065,0.034209478
US,United States,Security & Public Safety,May-24,15210,0.040313801,0.036536301
US,United States,Security & Public Safety,Jun-24,13465,0.051948066,0.041506644
US,United States,Security & Public Safety,Jul-24,13118,0.05,0.047420622
US,United States,Security & Public Safety,Aug-24,14804,0.054728347,0.052225471
US,United States,Security & Public Safety,Sep-24,12295,0.051801191,0.052176512
US,United States,Security & Public Safety,Oct-24,13084,0.050848037,0.052459191
US,United States,Security & Public Safety,Nov-24,10206,0.050048069,0.050899099
US,United States,Security & Public Safety,Dec-24,9441,0.043928589,0.048274898
US,United States,Security & Public Safety,Jan-25,12899,0.041666667,0.045214442
US,United States,Security & Public Safety,Feb-25,11436,0.048008635,0.04453463
US,United States,Retail,Jan-19,8851,0.028931841,NA
US,United States,Retail,Feb-19,9471,0.043478261,NA
US,United States,Retail,Mar-19,13078,0.043478261,0.038629454
US,United States,Retail,Apr-19,13380,0.04,0.042318841
US,United States,Retail,May-19,13127,0.04109589,0.041524717
US,United States,Retail,Jun-19,10593,0.03407708,0.03839099
US,United States,Retail,Jul-19,11239,0.023470007,0.032880993
US,United States,Retail,Aug-19,14427,0.033333333,0.030293473
US,United States,Retail,Sep-19,11630,0.040816327,0.032539889
US,United States,Retail,Oct-19,14995,0.039337487,0.037829049
US,United States,Retail,Nov-19,12082,0.023627915,0.034593909
US,United States,Retail,Dec-19,10183,0.02,0.027655134
US,United States,Retail,Jan-20,13360,0.030536131,0.024721348
US,United States,Retail,Feb-20,16950,0.025,0.02517871
US,United States,Retail,Mar-20,14367,0.017392619,0.024309583
US,United States,Retail,Apr-20,9148,0.020620748,0.021004456
US,United States,Retail,May-20,15039,0.005468741,0.014494036
US,United States,Retail,Jun-20,17587,0.008333325,0.011474272
US,United States,Retail,Jul-20,22068,0.035,0.016267355
US,United States,Retail,Aug-20,25705,0.028571429,0.023968251
US,United States,Retail,Sep-20,25393,0.035714286,0.033095238
US,United States,Retail,Oct-20,28273,0.037037037,0.03377425
US,United States,Retail,Nov-20,19519,0.038461538,0.037070954
US,United States,Retail,Dec-20,16670,0.033333333,0.036277303
US,United States,Retail,Jan-21,22978,0.036363636,0.036052836
US,United States,Retail,Feb-21,24100,0.045454545,0.038383838000000003
US,United States,Retail,Mar-21,35117,0.068181818,0.05
US,United States,Retail,Apr-21,35293,0.084337349,0.065991238
US,United States,Retail,May-21,36634,0.109090909,0.087203359
US,United States,Retail,Jun-21,37100,0.096774194,0.096734151
US,United States,Retail,Jul-21,39846,0.100917431,0.102260845
US,United States,Retail,Aug-21,39587,0.1090009,0.102230842
US,United States,Retail,Sep-21,39010,0.10371939299999999,0.104545908
US,United States,Retail,Oct-21,40923,0.112903226,0.108541173
US,United States,Retail,Nov-21,34687,0.111111111,0.109244577
US,United States,Retail,Dec-21,45411,0.125,0.116338112
US,United States,Retail,Jan-22,37349,0.118644068,0.118251726
US,United States,Retail,Feb-22,36101,0.113431796,0.119025288
US,United States,Retail,Mar-22,47293,0.110416651,0.114164172
US,United States,Retail,Apr-22,44102,0.096774194,0.106874214
US,United States,Retail,May-22,45333,0.087762649,0.098317831
US,United States,Retail,Jun-22,39463,0.083333333,0.089290059
US,United States,Retail,Jul-22,42595,0.08000003,0.083698671
US,United States,Retail,Aug-22,50334,0.081081081,0.081471481
US,United States,Retail,Sep-22,47064,0.073912777,0.078331296
US,United States,Retail,Oct-22,48136,0.069642884,0.074878914
US,United States,Retail,Nov-22,48386,0.057142857,0.066899506
US,United States,Retail,Dec-22,37253,0.058333333,0.061706358
US,United States,Retail,Jan-23,42640,0.055037808,0.056837999
US,United States,Retail,Feb-23,42618,0.058823529,0.057398223
US,United States,Retail,Mar-23,51798,0.052631579,0.055497639
US,United States,Retail,Apr-23,55356,0.048780488,0.053411865
US,United States,Retail,May-23,50084,0.05,0.050470689
US,United States,Retail,Jun-23,53164,0.044117647,0.047632712
US,United States,Retail,Jul-23,53261,0.040624976,0.044914208
US,United States,Retail,Aug-23,63963,0.037037037,0.04059322
US,United States,Retail,Sep-23,57607,0.034482759,0.037381591
US,United States,Retail,Oct-23,56149,0.03125,0.034256599
US,United States,Retail,Nov-23,45203,0.038078038,0.034603599
US,United States,Retail,Dec-23,41685,0.034482759,0.034603599
US,United States,Retail,Jan-24,47172,0.026315789,0.032958862
US,United States,Retail,Feb-24,45404,0.025964118,0.028920889
US,United States,Retail,Mar-24,61395,0.016129032,0.02280298
US,United States,Retail,Apr-24,48549,0.03030303,0.02413206
US,United States,Retail,May-24,55168,0.017811708,0.02141459
US,United States,Retail,Jun-24,47023,0.022133331,0.023416023
US,United States,Retail,Jul-24,44794,0.022222222,0.020722421
US,United States,Retail,Aug-24,47207,0.020521739,0.021625764
US,United States,Retail,Sep-24,40723,0.022772231,0.021838731
US,United States,Retail,Oct-24,37353,0.029411765,0.024235245
US,United States,Retail,Nov-24,36661,0.00313044,0.018438145
US,United States,Retail,Dec-24,24564,0.018181818,0.016908008
US,United States,Retail,Jan-25,38051,0.014175,0.011829086
US,United States,Retail,Feb-25,32934,0.019935143,0.017430654
US,United States,Cleaning & Sanitation,Jan-19,10483,0.043478261,NA
US,United States,Cleaning & Sanitation,Feb-19,11032,0.051282051,NA
US,United States,Cleaning & Sanitation,Mar-19,14548,0.045454545,0.046738286
US,United States,Cleaning & Sanitation,Apr-19,14151,0.045454545,0.047397047
US,United States,Cleaning & Sanitation,May-19,15204,0.044281046,0.045063379
US,United States,Cleaning & Sanitation,Jun-19,13530,0.038461538,0.042732377
US,United States,Cleaning & Sanitation,Jul-19,13626,0.045454545,0.042732377
US,United States,Cleaning & Sanitation,Aug-19,15456,0.048428705,0.04411493
US,United States,Cleaning & Sanitation,Sep-19,12089,0.038461538,0.04411493
US,United States,Cleaning & Sanitation,Oct-19,14136,0.037314357,0.041401534
US,United States,Cleaning & Sanitation,Nov-19,11888,0.04,0.038591965
US,United States,Cleaning & Sanitation,Dec-19,10813,0.034398242,0.037237533
US,United States,Cleaning & Sanitation,Jan-20,13917,0.025641026,0.033346423
US,United States,Cleaning & Sanitation,Feb-20,16787,0.031894949,0.030644739
US,United States,Cleaning & Sanitation,Mar-20,14366,0.034090909,0.030542295
US,United States,Cleaning & Sanitation,Apr-20,8405,0.041666667,0.035884175
US,United States,Cleaning & Sanitation,May-20,14829,0.027777778,0.034511785
US,United States,Cleaning & Sanitation,Jun-20,19577,0.020779201,0.030074548
US,United States,Cleaning & Sanitation,Jul-20,23676,0.029411765,0.025989581
US,United States,Cleaning & Sanitation,Aug-20,23290,0.038461538,0.029550835
US,United States,Cleaning & Sanitation,Sep-20,22280,0.037037037,0.034970113
US,United States,Cleaning & Sanitation,Oct-20,24048,0.05,0.041832858
US,United States,Cleaning & Sanitation,Nov-20,16669,0.045454545,0.044163861
US,United States,Cleaning & Sanitation,Dec-20,16488,0.058823529,0.051426025
US,United States,Cleaning & Sanitation,Jan-21,21616,0.054513495,0.052930523
US,United States,Cleaning & Sanitation,Feb-21,24266,0.068181818,0.060506281
US,United States,Cleaning & Sanitation,Mar-21,35298,0.071428571,0.064707962
US,United States,Cleaning & Sanitation,Apr-21,35756,0.073170732,0.07092704
US,United States,Cleaning & Sanitation,May-21,35361,0.104938272,0.083179192
US,United States,Cleaning & Sanitation,Jun-21,36319,0.117647059,0.098585354
US,United States,Cleaning & Sanitation,Jul-21,35418,0.12,0.11419511
US,United States,Cleaning & Sanitation,Aug-21,32469,0.122807018,0.120151359
US,United States,Cleaning & Sanitation,Sep-21,30603,0.125,0.122602339
US,United States,Cleaning & Sanitation,Oct-21,30500,0.136363636,0.128056885
US,United States,Cleaning & Sanitation,Nov-21,26664,0.129032258,0.130131965
US,United States,Cleaning & Sanitation,Dec-21,25683,0.132653061,0.132682985
US,United States,Cleaning & Sanitation,Jan-22,26352,0.12962963,0.130438316
US,United States,Cleaning & Sanitation,Feb-22,29120,0.125,0.12909423
US,United States,Cleaning & Sanitation,Mar-22,38825,0.125833352,0.126820994
US,United States,Cleaning & Sanitation,Apr-22,36730,0.12,0.123611117
US,United States,Cleaning & Sanitation,May-22,34726,0.111111111,0.118981488
US,United States,Cleaning & Sanitation,Jun-22,32170,0.108695652,0.113268921
US,United States,Cleaning & Sanitation,Jul-22,33049,0.092301739,0.104036168
US,United States,Cleaning & Sanitation,Aug-22,35500,0.090909091,0.097302161
US,United States,Cleaning & Sanitation,Sep-22,33750,0.081081081,0.088097304
US,United States,Cleaning & Sanitation,Oct-22,34199,0.076923077,0.082971083
US,United States,Cleaning & Sanitation,Nov-22,29618,0.071428571,0.076477576
US,United States,Cleaning & Sanitation,Dec-22,27581,0.071428571,0.073260073
US,United States,Cleaning & Sanitation,Jan-23,29540,0.071428571,0.071428571
US,United States,Cleaning & Sanitation,Feb-23,28718,0.07,0.070952381
US,United States,Cleaning & Sanitation,Mar-23,36135,0.066666667,0.069365079
US,United States,Cleaning & Sanitation,Apr-23,33749,0.058333333,0.065
US,United States,Cleaning & Sanitation,May-23,33655,0.057142857,0.060714286
US,United States,Cleaning & Sanitation,Jun-23,32517,0.05,0.05515873
US,United States,Cleaning & Sanitation,Jul-23,30757,0.041666667,0.049603175
US,United States,Cleaning & Sanitation,Aug-23,34122,0.042179392,0.044615353
US,United States,Cleaning & Sanitation,Sep-23,30618,0.049999997,0.044615352
US,United States,Cleaning & Sanitation,Oct-23,30133,0.042499982,0.044893124
US,United States,Cleaning & Sanitation,Nov-23,26366,0.05,0.047499993
US,United States,Cleaning & Sanitation,Dec-23,22899,0.038461538,0.04365384
US,United States,Cleaning & Sanitation,Jan-24,25935,0.040169589,0.042877042
US,United States,Cleaning & Sanitation,Feb-24,26847,0.041666667,0.040099265
US,United States,Cleaning & Sanitation,Mar-24,30836,0.036606443,0.0394809
US,United States,Cleaning & Sanitation,Apr-24,28627,0.036038961,0.038104024
US,United States,Cleaning & Sanitation,May-24,28841,0.032258065,0.034967823
US,United States,Cleaning & Sanitation,Jun-24,26186,0.032258065,0.033518363
US,United States,Cleaning & Sanitation,Jul-24,25204,0.037807318,0.034107816
US,United States,Cleaning & Sanitation,Aug-24,27262,0.033898305,0.034654563
US,United States,Cleaning & Sanitation,Sep-24,23681,0.032258065,0.034654563
US,United States,Cleaning & Sanitation,Oct-24,24445,0.02949408,0.031883483
US,United States,Cleaning & Sanitation,Nov-24,19391,0.03030303,0.030685058
US,United States,Cleaning & Sanitation,Dec-24,17196,0.027027027,0.028941379
US,United States,Cleaning & Sanitation,Jan-25,22581,0.025806452,0.02771217
US,United States,Cleaning & Sanitation,Feb-25,21694,0.023032714,0.025288731
US,United States,Community & Social Service,Jan-19,9779,0.025208336,NA
US,United States,Community & Social Service,Feb-19,9045,0.025641024,NA
US,United States,Community & Social Service,Mar-19,11243,0.032258065,0.027702475
US,United States,Community & Social Service,Apr-19,11601,0.025221071,0.02770672
US,United States,Community & Social Service,May-19,11346,0.023658459,0.027045865
US,United States,Community & Social Service,Jun-19,10276,0.025641042,0.024840191
US,United States,Community & Social Service,Jul-19,10932,0.026285105,0.025194869
US,United States,Community & Social Service,Aug-19,12868,0.030828487,0.027584878
US,United States,Community & Social Service,Sep-19,8999,0.029411765,0.028841786
US,United States,Community & Social Service,Oct-19,11525,0.025000202,0.028413484
US,United States,Community & Social Service,Nov-19,9709,0.030952363,0.028454776
US,United States,Community & Social Service,Dec-19,9066,0.018181818,0.024711461
US,United States,Community & Social Service,Jan-20,13434,0.03125,0.026794727
US,United States,Community & Social Service,Feb-20,15288,0.028571429,0.026001082
US,United States,Community & Social Service,Mar-20,12035,0.027407399,0.029076276
US,United States,Community & Social Service,Apr-20,8499,0.04,0.031992943
US,United States,Community & Social Service,May-20,11024,0.024411186,0.030606195
US,United States,Community & Social Service,Jun-20,13093,0.02173913,0.028716772
US,United States,Community & Social Service,Jul-20,15046,0.028625357,0.024925225
US,United States,Community & Social Service,Aug-20,15934,0.03030303,0.026889173
US,United States,Community & Social Service,Sep-20,16196,0.025664362,0.028197583
US,United States,Community & Social Service,Oct-20,18144,0.028571429,0.028179607
US,United States,Community & Social Service,Nov-20,13794,0.032258065,0.028831285
US,United States,Community & Social Service,Dec-20,14453,0.025641026,0.028823506
US,United States,Community & Social Service,Jan-21,19092,0.033498648,0.030465913
US,United States,Community & Social Service,Feb-21,20738,0.03125,0.030129891
US,United States,Community & Social Service,Mar-21,26560,0.030927835,0.031892161
US,United States,Community & Social Service,Apr-21,26098,0.041666667,0.034614834
US,United States,Community & Social Service,May-21,27463,0.065789474,0.046127992
US,United States,Community & Social Service,Jun-21,27704,0.057568493,0.055008211
US,United States,Community & Social Service,Jul-21,27576,0.060095614,0.061151194
US,United States,Community & Social Service,Aug-21,25229,0.061470233,0.059711447
US,United States,Community & Social Service,Sep-21,25433,0.062583319,0.061383056
US,United States,Community & Social Service,Oct-21,26129,0.066666667,0.063573406
US,United States,Community & Social Service,Nov-21,22439,0.075,0.068083329
US,United States,Community & Social Service,Dec-21,24244,0.072975032,0.071547233
US,United States,Community & Social Service,Jan-22,26233,0.081081081,0.076352038
US,United States,Community & Social Service,Feb-22,29341,0.081743855,0.078599989
US,United States,Community & Social Service,Mar-22,37703,0.083333333,0.082052756
US,United States,Community & Social Service,Apr-22,34671,0.077688016,0.080921735
US,United States,Community & Social Service,May-22,33995,0.068170804,0.076397384
US,United States,Community & Social Service,Jun-22,31452,0.076923077,0.074260632
US,United States,Community & Social Service,Jul-22,35088,0.072312638,0.072468839
US,United States,Community & Social Service,Aug-22,37616,0.080353095,0.076529603
US,United States,Community & Social Service,Sep-22,35720,0.078431373,0.077032368
US,United States,Community & Social Service,Oct-22,35901,0.068249258,0.075677908
US,United States,Community & Social Service,Nov-22,33472,0.071428571,0.072703067
US,United States,Community & Social Service,Dec-22,34093,0.068783069,0.069486966
US,United States,Community & Social Service,Jan-23,39103,0.06951612,0.069909254
US,United States,Community & Social Service,Feb-23,39783,0.0625,0.066933063
US,United States,Community & Social Service,Mar-23,48566,0.067638901,0.066551674
US,United States,Community & Social Service,Apr-23,44378,0.062247723,0.064128875
US,United States,Community & Social Service,May-23,43458,0.06741573,0.065767451
US,United States,Community & Social Service,Jun-23,42337,0.057861523,0.062508325
US,United States,Community & Social Service,Jul-23,41414,0.051874995,0.059050749
US,United States,Community & Social Service,Aug-23,47762,0.049999272,0.053245263
US,United States,Community & Social Service,Sep-23,44283,0.055555556,0.052476608
US,United States,Community & Social Service,Oct-23,43172,0.048387097,0.051313975
US,United States,Community & Social Service,Nov-23,41216,0.05059956,0.051514071
US,United States,Community & Social Service,Dec-23,37815,0.048780488,0.049255715
US,United States,Community & Social Service,Jan-24,45631,0.039482883,0.046287644
US,United States,Community & Social Service,Feb-24,46512,0.038529281,0.042264217
US,United States,Community & Social Service,Mar-24,49349,0.035714286,0.037908817
US,United States,Community & Social Service,Apr-24,44538,0.035383077,0.036542215
US,United States,Community & Social Service,May-24,44700,0.037344405,0.036147256
US,United States,Community & Social Service,Jun-24,40346,0.037292537,0.03667334
US,United States,Community & Social Service,Jul-24,41086,0.042780749,0.03913923
US,United States,Community & Social Service,Aug-24,46161,0.042177597,0.040750294
US,United States,Community & Social Service,Sep-24,37782,0.038961039,0.041306462
US,United States,Community & Social Service,Oct-24,39184,0.038461538,0.039866725
US,United States,Community & Social Service,Nov-24,34132,0.037499045,0.038307208
US,United States,Community & Social Service,Dec-24,30264,0.035160304,0.037040296
US,United States,Community & Social Service,Jan-25,41076,0.031096557,0.034585302
US,United States,Community & Social Service,Feb-25,36266,0.037900909000000003,0.034719257
US,United States,Therapy,Jan-19,4717,0.022727273,NA
US,United States,Therapy,Feb-19,4506,0.042025755,NA
US,United States,Therapy,Mar-19,5694,0.023227135,0.029326721
US,United States,Therapy,Apr-19,5762,0.007296466,0.024183119
